WASP-131 b,14h00m46.46s,-30d35m00.99s,10.068,5.322023,3.8304,0.671441,08/21/2021 06:50
WASP-132 b,14h30m26.21s,-46d09m34.26s,11.938,7.133521,3.0816,1.459641,08/25/2021 05:55
WASP-133 b,20h58m18.11s,-35d47m47.84s,12.891,2.176423,3.4392,0.745618,08/19/2021 06:14
WASP-135 b,17h49m08.37s,29d52m44.55s,13.181,1.401379,1.656,1.936489,08/19/2021 20:09
WASP-136 b,00h01m18.18s,-08d55m34.50s,9.974,5.215357,5.4528,0.41176,08/20/2021 16:03
WASP-138 b,02h46m33.40s,-00d27m50.85s,11.796,3.634433,3.7728,0.678338,08/18/2021 23:55
WASP-139 b,03h18m14.92s,-41d18m07.28s,12.456,5.924262,2.832,1.056017,08/21/2021 12:19
WASP-140 b,04h01m32.53s,-20d27m03.60s,11.118,2.235984,1.5144,2.893059,08/19/2021 05:17
WASP-141 b,04h47m17.86s,-17d06m54.62s,12.65,3.310651,3.6,0.82376,08/19/2021 19:16
WASP-142 b,09h22m01.52s,-23d56m45.97s,12.871,2.052868,2.6808,0.919107,08/20/2021 02:03
WASP-144 b,21h23m03.09s,-40d02m54.38s,13.085,2.278315,1.9536,1.16289,08/20/2021 11:34
WASP-145 A b,21h29m00.90s,-58d50m10.13s,11.636,1.769038,0.9768,1.849857,08/19/2021 22:05
WASP-147 b,23h56m45.96s,-22d09m11.63s,12.681,4.60273,4.3944,0.642919,08/22/2021 00:10
WASP-148 b,16h56m31.32s,44d18m09.13s,12.036,8.80381,3.016,0.518885,08/18/2021 19:57
WASP-150 b,17h37m03.12s,53d01m16.59s,12.026,5.644207,3.1176,0.443552,08/20/2021 05:21
WASP-151 b,23h16m15.23s,00d18m24.08s,12.821,4.533471,3.66,1.037572,08/19/2021 02:14
WASP-153 b,18h37m02.99s,40d01m07.29s,12.591,3.332609,3.84,0.8477,08/21/2021 08:07
WASP-156 b,02h11m07.70s,02d25m05.50s,11.559,3.836169,2.41,0.475537,08/19/2021 13:34
WASP-158 b,00h16m35.12s,-10d58m35.12s,12.044,3.656333,3.576,0.625762,08/21/2021 14:04
WASP-159 b,04h32m32.76s,-38d58m05.87s,12.836,3.840401,5.5872,0.451715,08/19/2021 16:34
WASP-160 B b,05h50m43.09s,-27d37m23.96s,13.04,3.768495,2.8442,1.665269,08/18/2021 12:31
WASP-161 b,08h25m21.08s,-11d30m03.56s,11.079,5.406042,5.1288,0.470713,08/22/2021 16:49
WASP-162 b,11h13m10.30s,-17d39m28.01s,12.213,9.62468,4.2576,0.857087,08/26/2021 13:46
WASP-163 b,17h06m09.01s,-10d24m46.83s,12.663,1.609688,2.232,1.480975,08/19/2021 13:21
WASP-164 b,22h59m29.66s,-60d26m52.15s,12.603,1.777125,1.6037,1.546882,08/20/2021 02:04
WASP-165 b,23h50m19.36s,-17d04m39.34s,12.816,3.465509,4.176,0.547439,08/21/2021 19:27
WASP-167 b,13h04m10.51s,-35d32m58.31s,10.517,2.02196,2.724,0.822771,08/18/2021 22:47
WASP-168 b,06h26m58.71s,-46d49m16.91s,12.124,4.153658,1.9128,1.894163,08/20/2021 20:37
WASP-169 b,08h29m32.94s,-12d56m41.17s,12.167,5.611412,6.0528,0.444019,08/21/2021 06:40
WASP-170 b,09h01m39.91s,-20d43m13.33s,12.613,2.34478,2.04,1.441738,08/19/2021 13:59
WASP-172 b,13h17m44.10s,-47d14m15.27s,10.988,5.477433,5.2944,0.713516,08/21/2021 07:26
WASP-173 A b,23h36m40.49s,-34d36m40.70s,11.15,1.386653,2.2968,1.234205,08/18/2021 14:30
WASP-174 b,13h03m10.56s,-41d23m05.50s,11.803,4.2337,2.04,1.039956,08/20/2021 19:19
WASP-175 b,11h05m16.51s,-34d07m21.88s,12.959,3.065291,2.676,1.063045,08/19/2021 07:44
WASP-176 b,20h54m44.95s,09d10m44.65s,12.006,3.899052,5.1528,0.645479,08/20/2021 06:46
WASP-177 b,22h19m11.28s,-01d50m03.95s,12.312,3.071722,1.6128,3.365879,08/20/2021 19:06
